emp_no,salary
12462,70123
12463,4
12464,50448
12465,70703
12466,65175
12467,4
12468,41627
12469,4
12470,4207
12471,5902
12472,70082
12473,704
12474,54978
12475,4
12476,4
12477,49358
12478,50404
12479,72984
12480,62415
12481,4
12482,45647
12483,4
12484,57031
12485,50468
12486,46454
12487,4
12488,4
12489,63306
12490,4
12491,51761
12492,59589
12493,4
12494,6284
12495,60091
12496,48654
12497,81191
12498,61197
12499,69706
12500,4
12501,76082
12502,4
12503,4
12504,4
12505,40423
12506,50229
12507,7312
12508,4
12509,4
12510,4
12511,51778
12512,4
12513,61033
12514,54241
12515,50655
12516,4
12517,48662
12518,43828
12519,60454
12520,4
12521,40067
12522,47733
12523,9476
12524,42824
12525,45737
12526,7942
12527,52695
12528,4
12529,4
12530,53278
12531,4
12532,4
12533,48659
12534,66715
12535,43693
12536,67857
12537,85107
12538,49779
12539,45077
12540,4
12541,93105
12542,44176
12543,42623
12544,43653
12545,4
12546,85066
12547,4
12548,55789
12549,4
12550,44293
12551,4
12552,91393
12553,4
12554,55348
12555,68051
12556,4
12557,4184
12558,4
12559,41375
12560,45562
12561,4
12562,55075
12563,4
12564,76772
12565,82557
12566,4
12567,71451
12568,4
12569,71357
12570,4
12571,53163
12572,50764
12573,78532
12574,66284
12575,71204
12576,66325
12577,54569
12578,4
12579,4
12580,43808
12581,4
12582,5563
12583,49844
12584,4
12585,47222
12586,50972
12587,70421
12588,49125
12589,59441
12590,72208
12591,88409
12592,4
12593,64244
12594,4
12595,64989
12596,4
12597,63589
12598,81715
12599,59275
12600,4391
12601,41714
12602,44211
12603,43168
12604,77262
12605,73698
12606,4
12607,58602
12608,4
12609,4
12610,42434
12611,4
12612,92187
12613,45197
12614,51633
12615,4
12616,4
12617,55663
12618,50415
12619,47051
12620,83622
12621,4
12622,46826
12623,797
12624,63183
12625,62245
12626,61375
12627,76484
12628,4
12629,68257
12630,41052
12631,58639
12632,66821
12633,4
12634,4
12635,4
12636,4
12637,4437
12638,56677
12639,4
12640,75062
12641,56644
12642,68271
12643,11478
12644,4
12645,63135
12646,59031
12647,69533
12648,8144
12649,58446
12650,4
12651,7515
12652,78209
12653,4
12654,40662
12655,46933
12656,7003
12657,53803
12658,73254
12659,54389
12660,88278
12661,43394
12662,69016
12663,49966
12664,4
12665,68848
12666,4
12667,55737
12668,73509
12669,60719
12670,45281
12671,42099
12672,54041
12673,81758
12674,72992
12675,7942
12676,54933
12677,6389
12678,44529
12679,4
12680,46321
12681,90711
12682,53386
12683,66507
12684,8098
12685,55726
12686,4
12687,78376
12688,4
12689,59689
12690,80991
12691,48493
12692,52983
12693,4
12694,53019
12695,44911
12696,4
12697,4
12698,77063
12699,41895
12700,4
12701,65748
12702,4
12703,98333
12704,53641
12705,53892
12706,59515
12707,53664
12708,53384
12709,4551
12710,59137
12711,48648
12712,4013
12713,45307
12714,44847
12715,4
12716,64267
12717,53194
12718,9049
12719,40262
12720,64244
12721,70155
12722,62325
12723,54083
12724,59907
12725,4
12726,61177
12727,44137
12728,4
12729,51796
12730,4
12731,4
12732,74436
12733,60374
12734,4
12735,68224
12736,48204
12737,43965
12738,44277
12739,69468
12740,4
12741,55293
12742,80251
12743,56932
12744,65284
12745,4
12746,63044
12747,4
12748,4
12749,78077
12750,68045
12751,50982
12752,47447
12753,47071
12754,56137
12755,40196
12756,58783
12757,6291
12758,51525
12759,49963
12760,55252
12761,62465
12762,4
12763,4
12764,5485
12765,52069
12766,99444
12767,54661
12768,44107
12769,4
12770,55103
12771,4
12772,4
12773,65556
12774,4
12775,69805
12776,47789
12777,50672
12778,4
12779,4
12780,50101
12781,58536
12782,4
12783,67257
12784,4
12785,6868
12786,5103
12787,59387
12788,4
12789,41358
12790,8776
12791,4
12792,62452
12793,59528
12794,58039
12795,56969
12796,4
12797,60911
12798,81145
12799,42816
12800,64576
12801,4
12802,48938
12803,91789
12804,40453
12805,56255
12806,4
12807,48331
12808,71669
12809,47707
12810,46737
12811,4
12812,60641
12813,40373
12814,46936
12815,65073
12816,66194
12817,67294
12818,76878
12819,48455
12820,4
12821,46727
12822,41976
12823,51587
12824,4
12825,4
12826,65241
12827,44277
12828,85769
12829,51521
12830,58179
12831,4
12832,48774
12833,4
12834,6433
12835,4
12836,43403
12837,52259
12838,4
12839,41152
12840,4
12841,4
12842,4
12843,4
12844,48844
12845,78888
12846,63962
12847,4
12848,4
12849,4
12850,42286
12851,64013
12852,69491
12853,4716
12854,61371
12855,4
12856,57497
12857,52646
12858,68531
12859,4
12860,48537
12861,43169
12862,54753
12863,62803
12864,58964
12865,64679
12866,4
12867,4
12868,4
12869,61803
12870,65004
12871,411
12872,5604
12873,81593
12874,4
12875,70849
12876,42277
12877,4
12878,42552
12879,4
12880,8358
12881,6639
12882,4
12883,5331
12884,82165
12885,4
12886,94499
12887,4
12888,41673
12889,58901
12890,66803
12891,50623
12892,42126
12893,50803
12894,68186
12895,4
12896,54602
12897,64463
12898,70015
12899,4
12900,40539
12901,4
12902,49761
12903,74694
12904,49424
12905,58659
12906,57229
12907,56617
12908,53631
12909,82994
12910,69301
12911,59598
12912,4
12913,4
12914,4
12915,55723
12916,49955
12917,45675
12918,4
12919,55911
12920,4
12921,4
12922,69441
12923,4
12924,41969
12925,70859
12926,68314
12927,707
12928,44361
12929,68769
12930,4661
12931,89275
12932,42937
12933,4
12934,47274
12935,4
12936,6445
12937,59206
12938,48418
12939,48663
12940,4976
12941,67069
12942,58435
12943,61658
12944,4
12945,51637
12946,58373
12947,4
12948,4
12949,4
12950,4167
12951,60566
12952,64675
12953,47933
12954,59117
12955,94869
12956,4
12957,57956
12958,72705
12959,4
12960,4
12961,47164
12962,7368
12963,4
12964,68134
12965,91574
12966,65434
12967,74001
12968,43014
12969,59876
12970,43225
12971,56293
12972,4
12973,6685
12974,93034
12975,67344
12976,61518
12977,61326
12978,4
12979,76698
12980,4
12981,4
12982,4
12983,57252
12984,4
12985,61033
12986,50021
12987,56823
12988,4
12989,47059
12990,60835
12991,53532
12992,4
12993,74041
12994,60085
12995,4
12996,59466
12997,46711
12998,4
12999,50862
13000,4
13001,4
13002,40935
13003,4
13004,4
13005,4
13006,55773
13007,52406
13008,4
13009,4
13010,41897
13011,51216
13012,4
13013,4
13014,4
13015,4
13016,4
13017,4
13018,73043
13019,53732
13020,45178
13021,45553
13022,46176
13023,4
13024,40509
13025,53112
13026,41631
13027,6594
13028,47096
13029,54775
13030,5177
13031,4
13032,41509
13033,49113
13034,77736
13035,95562
13036,5668
13037,55957
13038,4
13039,55383
13040,49082
13041,71571
13042,64863
13043,99378
13044,61054
13045,4
13046,4
13047,52323
13048,4
13049,60266
13050,53344
13051,50122
13052,42693
13053,4
13054,4
13055,4
13056,8782
13057,57206
13058,44908
13059,67503
13060,4
13061,4
13062,55665
13063,60481
13064,63493
13065,58147
13066,4
13067,4
13068,49547
13069,4
13070,555
13071,4
13072,4
13073,76963
13074,4
13075,4
13076,50582
13077,47776
13078,56545
13079,40328
13080,57268
13081,7958
13082,4
13083,64283
13084,64106
13085,41538
13086,4
13087,4
13088,43311
13089,51162
13090,46271
13091,49024
13092,74477
13093,75658
13094,46429
13095,4
13096,52544
13097,70894
13098,57453
13099,51199
13100,53022
13101,4
13102,69629
13103,4
13104,4
13105,52974
13106,4
13107,79309
13108,4
13109,49075
13110,57941
13111,60983
13112,77982
13113,66941
13114,56099
13115,75249
13116,76318
13117,73694
13118,4
13119,62012
13120,65786
13121,50055
13122,4
13123,4
13124,73785
13125,75409
13126,4
13127,4
13128,53027
13129,51416
13130,41414
13131,69724
13132,47419
13133,67777
13134,51227
13135,46997
13136,47431
13137,51693
13138,82665
13139,4
13140,4
13141,496
13142,58596
13143,4
13144,52825
13145,4
13146,61398
13147,77429
13148,4
13149,46791
13150,4
13151,53066
13152,40314
13153,48334
13154,88314
13155,47423
13156,48285
13157,40483
13158,74477
13159,54536
13160,55792
13161,49733
13162,70882
13163,41896
13164,4
13165,42796
13166,57955
13167,73995
13168,4921
13169,46124
13170,49012
13171,4
13172,54413
13173,46354
13174,4
13175,65572
13176,77759
13177,45517
13178,91979
13179,90233
13180,4
13181,50325
13182,46832
13183,4
13184,4
13185,83716
13186,93138
13187,80673
13188,69292
13189,4
13190,4
13191,4
13192,43986
13193,4
13194,4
13195,52457
13196,49242
13197,93225
13198,62766
13199,4
13200,50821
13201,65684
13202,51915
13203,4
13204,45177
13205,88768
13206,44383
13207,44885
13208,56446
13209,4
13210,83961
13211,55309
13212,94677
13213,61131
13214,47746
13215,4
13216,4
13217,55128
13218,4
13219,4
13220,46865
13221,47724
13222,4
13223,80125
13224,4
13225,45517
13226,49754
13227,88669
13228,4
13229,4
13230,5429
13231,52725
13232,4
13233,49414
13234,4
13235,57427
13236,84241
13237,7935
13238,4
13239,50332
13240,49018
13241,72686
13242,4
13243,67269
13244,63219
13245,44549
13246,83156
13247,51878
13248,72379
13249,4
13250,47829
13251,60472
13252,55454
13253,66462
13254,5204
13255,40006
13256,5481
13257,55028
13258,4
13259,90803
13260,4
13261,88361
13262,59181
13263,61281
13264,56842
13265,4
13266,4
13267,4
13268,77259
13269,4
13270,4
13271,52644
13272,4
13273,51072
13274,52953
13275,4139
13276,65836
13277,54086
13278,51251
13279,4
13280,4
13281,4
13282,4599
13283,4
13284,4569
13285,4
13286,45858
13287,54988
13288,4
13289,67663
13290,4
13291,5472
13292,56321
13293,78361
13294,57991
13295,64342
13296,53282
13297,53091
13298,4
13299,4
13300,4
13301,46013
13302,4
13303,63524
13304,5608
13305,10497
13306,5835
13307,4
13308,8477
13309,4
13310,4
13311,45203
13312,53718
13313,4
13314,4
13315,4
13316,44152
13317,62834
13318,4894
13319,591
13320,47422
13321,5956
13322,69158
13323,5789
13324,43599
13325,4
13326,4
13327,4
13328,4
13329,96912
13330,61128
13331,53135
13332,4
13333,50997
13334,66315
13335,65741
13336,4
13337,4
13338,4
13339,81645
13340,50911
13341,4
13342,59327
13343,4
13344,42512
13345,81471
13346,4
13347,79839
13348,56712
13349,66066
13350,49779
13351,4383
13352,4
13353,4
13354,42065
13355,43376
13356,67569
13357,4
13358,4
13359,62189
13360,4
13361,4
13362,4
13363,42226
13364,81665
13365,4
13366,46746
13367,4
13368,52872
13369,4
13370,41658
13371,4
13372,70536
13373,82749
13374,4
13375,4
13376,4
13377,4644
13378,64833
13379,5262
13380,4
13381,66122
13382,49007
13383,55141
13384,71462
13385,4
13386,9142
13387,68936
13388,52597
13389,4
13390,4
13391,4
13392,69221
13393,46332
13394,44631
13395,53988
13396,4
13397,46669
13398,4
13399,4
13400,57324
13401,79455
13402,4
13403,1018
13404,96888
13405,60799
13406,4
13407,60348
13408,52479
13409,4321
13410,55898
13411,53771
13412,56217
13413,73152
13414,84056
13415,61838
13416,4
13417,53074
13418,4
13419,75278
13420,57397
13421,4
13422,59466
13423,66113
13424,58897
13425,52108
13426,49911
13427,50468
13428,77663
13429,71338
13430,4
13431,50219
13432,49069
13433,4
13434,4
13435,42558
13436,67296
13437,40492
13438,48491
13439,49283
13440,4
13441,4
13442,4
13443,4
13444,44146
13445,53194
13446,64812
13447,68069
13448,56827
13449,73033
13450,4
13451,4
13452,4
13453,52593
13454,47898
13455,50919
13456,4
13457,40812
13458,41375
13459,4
13460,4
13461,48323
13462,4
13463,4
13464,45562
13465,49821
13466,74252
13467,56977
13468,4
13469,5609
13470,64577
13471,46217
13472,4
13473,75948
13474,59495
13475,55431
13476,56378
13477,4
13478,41121
13479,82384
13480,85965
13481,4
13482,4
13483,69382
13484,4
13485,52116
13486,4
13487,72342
13488,72541
13489,75204
13490,76966
13491,574
13492,44883
13493,4
13494,4
13495,62817
13496,91365
13497,49751
13498,48744
13499,4
13500,57581
13501,68939
13502,4
13503,60245
13504,41895
13505,4613
13506,46814
13507,72447
13508,4
13509,4
13510,67733
13511,71038
13512,70071
13513,72021
13514,4
13515,7972
13516,7223
13517,4
13518,4
13519,78159
13520,46435
13521,4
13522,70884
13523,45333
13524,52849
13525,4
13526,5909
13527,52381
13528,89986
13529,62146
13530,54524
13531,58854
13532,80543
13533,4
13534,47121
13535,4
13536,4
13537,46816
13538,4
13539,54246
13540,82488
13541,52445
13542,51175
13543,78646
13544,91559
13545,4
13546,50295
13547,55412
13548,4
13549,4
13550,71001
13551,88674
13552,73346
13553,66601
13554,4993
13555,10656
13556,48557
13557,4
13558,52165
13559,84758
13560,4
13561,42629
13562,4
13563,59762
13564,87914
13565,4691
13566,53645
13567,71269
13568,43859
13569,58317
13570,70069
13571,611
13572,4
13573,4
13574,4
13575,73636
13576,73022
13577,89268
13578,62885
13579,47468
13580,53632
13581,4
13582,65494
13583,42621
13584,44287
13585,4
13586,4
13587,4
13588,78887
13589,43866
13590,58938
13591,4
13592,43238
13593,50366
13594,52441
13595,41869
13596,5732
13597,41393
13598,76264
13599,69573
13600,4
13601,60396
13602,50432
13603,45209
13604,66944
13605,70404
13606,84916
13607,78575
13608,78515
13609,6862
13610,4
13611,8555
13612,4
13613,4
13614,44598
13615,63219
13616,4
13617,4
13618,73787
13619,4
13620,55563
13621,73192
13622,6346
13623,4
13624,4
13625,49773
13626,67309
13627,4
13628,4
13629,4
13630,4
13631,48442
13632,68604
13633,68825
13634,4
13635,44265
13636,40986
13637,4
13638,51575
13639,4
13640,62282
13641,4
13642,45456
13643,64841
13644,56903
13645,51192
13646,54913
13647,4
13648,47723
13649,4
13650,62751
13651,62278
13652,4
13653,53242
13654,4662
13655,4
13656,4
13657,4
13658,4
13659,63074
13660,50907
13661,82323
13662,66158
13663,4
13664,46752
13665,66356
13666,79938
13667,72587
13668,63339
13669,70008
13670,4
13671,58627
13672,86086
13673,5056
13674,56639
13675,57204
13676,63332
13677,45989
13678,4
13679,4
13680,46968
13681,4
13682,4
13683,4
13684,791
13685,48322
13686,48464
13687,41205
13688,4
13689,56932
13690,40602
13691,4
13692,62495
13693,4
13694,69534
13695,57606
13696,60469
13697,4
13698,57541
13699,61929
13700,99406
13701,45401
13702,65028
13703,4
13704,4
13705,4
13706,48559
13707,55293
13708,48399
13709,58413
13710,4
13711,4
13712,4
13713,56608
13714,4
13715,79848
13716,4
13717,50254
13718,61139
13719,49098
13720,56452
13721,64754
13722,52919
13723,561
13724,4
13725,45998
13726,8176
13727,50798
13728,4
13729,4
13730,53832
13731,40745
13732,46179
13733,83354
13734,46498
13735,4
13736,79413
13737,49568
13738,48349
13739,56842
13740,4
13741,44546
13742,6504
13743,44087
13744,58206
13745,4
13746,4
13747,47752
13748,60595
13749,4487
13750,49071
13751,86183
13752,70883
13753,4
13754,59335
13755,64334
13756,43407
13757,4
13758,66365
13759,5826
13760,4
13761,42402
13762,88048
13763,7903
13764,61273
13765,40461
13766,43748
13767,41713
13768,4
13769,61025
13770,69874
13771,4
13772,57288
13773,4
13774,77294
13775,70161
13776,53362
13777,56714
13778,62849
13779,4
13780,53145
13781,4
13782,5011
13783,60276
13784,81705
13785,82217
13786,74494
13787,4
13788,4
13789,72188
13790,57967
13791,4
13792,59127
13793,54473
13794,4
13795,49749
13796,50962
13797,54537
13798,41101
13799,4
13800,4
13801,64182
13802,4
13803,4342
13804,45329
13805,88152
13806,46387
13807,64287
13808,72103
13809,43735
13810,53637
13811,52175
13812,63132
13813,4
13814,84095
13815,4
13816,56881
13817,4
13818,40532
13819,4
13820,4
13821,4
13822,4
13823,5109
13824,53184
13825,54704
13826,78842
13827,52285
13828,58556
13829,4
13830,6548
13831,4
13832,64799
13833,60015
13834,4
13835,56269
13836,60294
13837,697
13838,4
13839,4
13840,4
13841,52277
13842,4
13843,43189
13844,41488
13845,99039
13846,61097
13847,40599
13848,83567
13849,4
